geneID,x,y,z,intensity,seeds
adipor1,315.286333333333,1863.22433333333,6,623.666666666667,3
cngb1,240.77,1887.111,3,1233,1
col11a2,238.878,1886.806,6,920,1
eif4b,242.492333333333,1901.529,4.33333333333333,1173.66666666667,3
fgfr1,269.053666666667,1896.20333333333,2,760.333333333333,3
foxo6,319.365666666667,1877.16933333333,5,915.333333333333,3
g6pc,257.49,1876.33,0,566,1
gna13,271.78725,1841.75575,3,698.5,4
grin2a,313.070666666667,1882.938,0,689.333333333333,3
inpp5d,238.744,1887.093,1,988,1
irf9,239.382,1887.635,6,982,1
kcnma1,283.363333333333,1883.509,2,707.333333333333,3
kif7,257.382,1876.635,0,555,1
kif7,239.382,1887.635,1,941,1
map4k3,259.112,1876.2035,0,564,2
mtmr3,238.744,1887.093,6,922,1
mtmr3,256.744,1876.093,2,565,1
nck2,238.878,1886.806,0,989,1
nfatc3,316.30725,1873.3555,6,898.25,4
nrg1,258.468,1876.43,0,513,1
p2rx4,240.976,1887.557,0,958,1
phlpp1,237.981,1884.457,1,540,1
phlpp1,256.778,1876.11,0,540,1
plpp3,287.705333333333,1854.78233333333,6,634.333333333333,3
plpp3,250.705333333333,1886.11566666667,1,781.666666666667,3
plpp3,313.89,1873.225,6,681.333333333333,3
prickle2,239.09225,1849.23,4.25,786,4
prkce,279.28,1891.6175,4.5,678.5,4
prkd3,258.213,1876.82,0,534,1
ptgs2,253.402,1856.20333333333,0,537.333333333333,3
ptpn11,238.198,1885.358,0,823.5,2
rasa3,238.778,1887.11,1,965,1
rock2,257.683666666667,1876.493,0,640,3
rock2,239.981,1887.457,0,991,1
smad5,236.744,1884.093,2,524,1
smo,238.493,1887.482,0,902,1
smo,238.512,1887.068,3.5,960.5,2
tnfrsf13c,239.334,1887.147,6,961,3
tnfrsf13c,257.334,1876.147,2,533,3
vav3,238.778,1887.11,6,963,1
vav3,256.778,1876.11,2,555,1
