geneID,x,y,z,intensity,seeds
Prkca,446.314597038446,1347.47870293214,1.05927433193465,2361.83901458766,4
Cds1,514.753011535853,1389.96053173279,1.05856328949047,2853.96865158714,4
Gtpbp2,449.897826998152,1376.37088512621,1.05744560111439,2916.12380079836,4
Ak3,466.083239246061,1357.63071154943,1.08288808521857,3308.42731978273,4
Gmeb2,519.810777155129,1369.93890240709,1.0797017782131,2632.19509947466,3
Slc27a1,506.77109157143,1402.40683345724,1.09291548951292,2265.36385211027,4
Nsun5,450.515333076371,1329.25603993681,1.05713404888192,1723.10626781207,3
Stab1,489.718553034605,1348.1266042955,1.10744418252584,1762.29865811957,3
Gbp5,505.945799186925,1395.89416340367,1.08011320334241,1919.82699541187,4
Trcg1,449.349777457662,1329.36121164675,1.05175881927316,2713.41753629199,1
fake55,516.963532503258,1417.90881488394,0.7,1911.52392825479,2
fake612,517.039895516961,1417.95428397365,0.882215574337548,1852.3865617521,1
fake2677,516.975066902559,1417.8472146057,0.753218422176983,2029.79886078029,2
fake2778,516.868317642423,1418.03596468051,0.7,977.500364962138,4
fake3256,517.276552447675,1417.89895969291,0.7,845.182460633532,1
fake3874,517.14482184936,1418.1350261505,0.7,825.963179910225,2
fake4122,517.255286753181,1417.86587476883,0.7940540335335,1420.73127581566,1
