hyb,ch,x,y,z,int
0,1,516.9968274663416,1417.898092118341,0.7015484806321562,2343.718852165501
1,1,5991.404933217401,1043.8999828272513,973.407521029132,0.07923672052094184
1,1,6788.719924007792,4610.915774111807,9369.401355109032,0.06325068625862873
2,1,434.12513157661186,1393.0864503902899,1.0951019435704377,1692.2466039077387
2,1,466.0849207268177,1357.5662940757925,1.0622690184242658,2374.6090853652827
2,1,468.4824338766869,1459.3157099326709,1.086076666096245,1153.0900746341865
2,1,493.98195622125337,1348.0376691921638,1.0606761398218107,2451.2851129485066
3,1,7592.759443282642,2714.397755750129,1398.2993476820734,0.04940977350373963
3,1,5330.843122673603,8017.875129034353,3415.2465134173067,0.059922334302375604
4,1,495.78371209269187,1383.3606185560134,1.088209076747228,1292.684770547242
5,1,449.7633625703176,1412.840293760031,1.031819243921631,1262.255537688998
6,1,487.44348763875917,1354.3635797501272,1.1052277453542296,2972.049536691129
6,1,498.4331530655693,1347.4798218960175,1.068555305661163,2171.741765772272
7,1,489.5924001112204,1347.991836279983,1.1179798789817401,1945.4230573070722
8,1,482.17701363253883,1375.0974424479382,1.0773041035053934,2856.048898462954
8,1,517.1197445839313,1417.8101119134644,0.7634903013633071,1755.4018929086374
9,1,517.2454614924211,1417.960372321763,0.7,950.2461608625915
10,1,471.16356041651625,1359.7532060755225,1.116786189763655,2980.9366968303825
10,1,517.1300252039708,1417.795403157616,0.8064368443539655,2051.592441448924
11,1,463.65995943385775,1369.5581332705576,1.0987321544927835,2298.132024186631
11,1,474.4694069549759,1369.461209317658,1.1220576285657846,1129.1130598050388
12,1,450.5929939824201,1329.240433286292,1.030535239157827,1574.1799392190226
12,1,457.1652468497464,1348.1288133543974,1.087092736856734,1099.3235174891054
12,1,516.8703706877201,1417.980598698151,0.7,921.0058918801914
13,1,508.0092077459181,1358.6545682037108,1.0849670512382596,1282.939397047091
13,1,495.3786407799163,1412.6386894192663,1.0990606038601738,1256.843287829611
14,1,469.8022383925968,1362.430332966698,1.1063749737869275,2083.7708053882725
14,1,507.312501779686,1423.6882812999256,1.0996559342510348,1834.8187824278211
14,1,514.8550390616465,1389.8042580405738,1.0641707682395176,2733.2836760209616
15,1,445.23776444182573,1383.9527132310184,1.0900638928240172,3115.553054548523
15,1,505.96460581231133,1395.9338220136526,1.0956311599766149,2025.6922104872745
15,1,461.6463723976291,1366.19659820687,1.0990802741089414,1680.5374913344565
15,1,467.7863270307237,1360.8179748649345,1.1109364464489044,1826.7650253697925
15,1,454.14026584056535,1356.8363779968072,1.0384583231183009,1168.4324665277902
15,1,517.3027836329156,1418.1106380200658,0.7,707.9514096418941
16,1,506.8127041764418,1402.444596728797,1.0967750878241085,2543.0106459640288
16,1,446.4973017063328,1347.586749141252,1.0317611945779828,1313.5695817094038
16,1,516.9268988700568,1417.9039716703394,0.7,1223.120521208765
17,1,497.2047380332795,1426.8965345680606,1.0975042680712672,1147.8604831546506
18,1,517.2552867531808,1417.865874768826,0.7940540335334996,1420.7312758156647
18,1,505.7141290085112,1464.5482722551221,1.0761554267692597,1012.1881226055845
18,1,449.8195930406701,1376.3706069011002,1.0739120588528053,2605.3327623951104
18,1,454.1058352585322,1369.5007037602502,1.0660752226675831,1825.6157546410807
19,1,461.98704273361216,1327.0399111268496,1.077409871265889,2007.7306754700198
19,1,486.7736684046465,1357.4592961838166,1.0878755548381829,1859.576311784014
19,1,459.6916020472654,1381.3931285342576,1.043195897116128,1663.1360317960991
19,1,494.5166083916708,1422.5575795878985,1.1024123949499174,1298.498771285134
19,1,502.96708911145936,1478.510551326505,1.0862091698248937,1274.9421442279229
19,1,450.7627918740373,1352.922073613675,1.0727276144045197,3414.193302739203
19,1,513.3326088611053,1415.6667607975992,1.0606331271603051,4902.384384425327
20,1,489.86346769291816,1377.5025722832654,1.1055302448380298,1726.1521792494266
20,1,519.94109431887,1369.8239784135342,1.089180280083083,2995.672693424412
20,1,453.49182862162974,1328.3172335568636,1.0828245747452148,2589.401275516116
20,1,498.4335000124997,1347.698090981985,1.0693547126079184,2662.443807107381
20,1,500.92876093370455,1411.0702492648109,1.0671101230322104,1461.3127656596164
21,1,445.26184841763177,1383.8506636556529,1.0642924533050355,1042.0060658389266
21,1,508.1910768646196,1382.2166284594848,1.062527145325547,1626.8698526998514
21,1,514.7585467293325,1389.9506692501002,1.0305685635195931,1691.587351644937
22,1,517.0398955169607,1417.9542839736457,0.882215574337548,1852.386561752097
23,1,406.4117942271112,1392.9861949819167,0.9758124694375364,1334.2497154883115
23,1,473.7286224471514,1348.8999084140507,1.0761594364630167,1413.0525763746937
23,1,517.0566943187954,1417.8370310697244,0.7,2902.041964629385
23,1,519.7352878700592,1408.828700705507,1.0842879035182305,2043.265594279584
24,1,454.14791634889673,1369.5848596536964,1.1105494322591305,1226.289302741189
25,1,487.27089573948217,1354.4076146576294,1.0739114598142143,2874.6824751929003
25,1,516.8201086011467,1417.8990260537803,0.7,2008.0052801116644
25,1,489.71300271561796,1348.2161011743392,1.0806494798175958,1193.8078358640985
26,1,507.4920195747129,1423.8068723639844,1.0714284762074722,1411.0677821310599
27,1,9738.812908782988,11105.997488211595,5143.92858388677,0.05512125445555388
27,1,11854.89308867181,9800.736683169549,10277.142168943541,0.018155897281646516
28,1,434.11657404456827,1393.009074912603,1.0790384739896692,1840.0822835647612
28,1,466.1102306377193,1357.5695220108958,1.0861074642799993,2165.364794361271
28,1,516.8470633471259,1417.9582749209728,0.7,791.480736133879
29,1,822.0579229765485,8994.277242597727,4094.430875609205,0.06285000721891838
29,1,3131.1429275994274,6210.644111592845,8177.733696173619,0.021361605132381934
30,1,11961.412562569845,4090.103361981108,10540.383598656705,0.03013265987492776
30,1,11570.378952053863,10832.792988089865,5105.012367207336,0.07808521976692966
31,1,467.68381519620567,1371.4563457908152,1.034257493266111,1518.009656771069
32,1,438.97175562675966,1381.9682772239041,1.0869695131987114,1234.2760032378274
32,1,446.3116736753929,1347.4136848666408,1.0556591657725105,3143.102628113829
33,1,457.58017241284807,1385.843791435623,1.0946711218174034,2248.6950359465627
33,1,517.276552447675,1417.8989596929068,0.7,845.1824606335316
34,1,489.3651314051421,1377.7050569837916,1.0772504271512662,1708.7857141785908
