geneID,x,y,z,intensity,seeds
col11a2,1562.13,2015.97233333333,2,788.333333333333,3
ep300,1561.6055,2015.956,0,790.5,2
gnao1,1572.275,2002.752,0,561,3
grin2a,1557.07066666667,2037.27133333333,0,602.333333333333,3
itga7,1561.655,2015.47,4.5,784.5,2
kif7,1562.382,2016.635,5,790,1
map2k7,1519.80166666667,1981.13833333333,4.33333333333333,647.333333333333,3
mef2c,1563.213,2016.82,6,768,1
p2rx4,1563.976,2016.557,0,809,1
plk2,1563.344,2016.33833333333,6,826.333333333333,3
prkce,1545.78,1991.8675,0.25,668,4
rab11b,1543.96866666667,1994.21033333333,5.33333333333333,561.666666666667,3
rapgef5,1532.612,1985.28166666667,6,640,3
rasa3,1561.778,2016.11,0,778,1
rock2,1562.6285,2016.5025,0,843.5,2
