geneID,x,y,z,intensity,seeds
adipor2,1453.4885,731.57125,5,832,4
agap2,1480.6145,736.1385,0,1245.75,4
agap2,1489.692,721.188,0,769,3
atp2b1,1443.13766666667,734.534666666667,4,857.666666666667,3
atp2b1,1449.987,710.058666666667,3.66666666666667,806.333333333333,3
atp2b1,1457.10325,740.901,1,1926.5,4
atp2b1,1440.471,745.534666666667,4,1036,3
atp2b1,1451.10325,720.151,6,951.5,4
atp2b1,1447.10325,737.151,4.5,1402,4
atp2b4,1441.37866666667,726.533333333333,0.666666666666667,720,3
axin1,1447.73233333333,730.992666666667,0.333333333333333,805.333333333333,3
axin2,1485.3365,722.395,4,1090,4
axin2,1473.148,722.183333333333,5,783.333333333333,3
bdnf,1459.595,717.12475,6,1064,4
birc2,1455.71433333333,724.353666666667,0,814.333333333333,3
btc,1478.2735,715.7595,3.5,774,4
cab39,1462.5525,720.4065,3,1479,4
cab39,1494.262,729.828,5,1051.33333333333,3
cab39,1467.3025,721.1565,3.25,1110.5,4
cacna1a,1479.703,722.207333333333,6,723,3
cacna1c,1488.668,717.268666666667,4.66666666666667,1231.66666666667,3
cacng3,1489.136,733.359666666667,1,1176.33333333333,3
camk2a,1489.72366666667,727.889333333333,6,1015.66666666667,3
camk2a,1450.89966666667,708.242333333333,0.666666666666667,1503.33333333333,3
camk2a,1488.41175,720.7895,0,1443.25,4
camk2a,1472.722,742.679666666667,1.66666666666667,1749.66666666667,3
camk2a,1495.635,724.68,0,2540,3
camk2a,1476.16175,738.2895,4,1001.5,4
camkk1,1493.379,718.4085,0,2131,4
camkk1,1437.379,727.1585,2.5,1092.75,4
camkk1,1480.00933333333,722.773666666667,3,1066,3
ctbp1,1453.886,739.309333333333,2,861.666666666667,3
ctnna2,1466.57075,729.325,6,834.5,4
ctnna2,1451.29033333333,713.286666666667,6,748,3
daxx,1451.94133333333,726.650666666667,6,1157.33333333333,3
daxx,1465.62466666667,714.375333333333,0,849.333333333333,3
dlg3,1460.14133333333,739.444666666667,3.66666666666667,1081.33333333333,3
dlg3,1466.593,719.44125,3,964,4
dtx1,1446.01433333333,750.592666666667,0,1411.33333333333,3
eif4e,1485.41566666667,717.656,2,1104.33333333333,3
f2r,1446.40033333333,716.345,3,866,3
fbxw11,1486.48166666667,724.165,1.66666666666667,920.333333333333,3
fgf23,1437.953,738.852333333333,6,814,3
gab1,1457.37633333333,738.564666666667,6,736.333333333333,3
gnai1,1473.44,733.031333333333,5.66666666666667,872.333333333333,3
gnai3,1477.508,735.676,6,778.5,4
gng2,1452.1745,735.9485,5.25,714,4
gng2,1454.4245,744.1985,0,927.5,4
gria2,1458.99933333333,740.465,0.333333333333333,1117.33333333333,3
grin2b,1436.07766666667,745.655666666667,0,789.333333333333,3
gsk3b,1472.29533333333,737.406,6,1009,3
gys2,1468.15766666667,723.022333333333,5,926.333333333333,3
hif1a,1458.12166666667,713.258,0.333333333333333,1601,3
hif1a,1452.5105,740.76,3.75,773.5,4
hif1a,1478.41366666667,715.341,3.66666666666667,844.333333333333,3
htr4,1435.07266666667,738.664333333333,6,774,3
il10ra,1459.10375,739.512,0,957.25,4
impad1,1445.71733333333,727.855,0,1093,3
inhba,1474.775,710.64725,3.25,802.75,4
itpk1,1442.60833333333,739.733666666667,3,707,3
kcnmb2,1489.37133333333,724.494333333333,0,907.666666666667,3
lpar4,1459.95033333333,745.327,0,1133,3
lpar4,1450.838,726.655333333333,4.66666666666667,899.666666666667,3
lrp6,1433.63075,736.6095,1,1023.75,4
map2k1,1459.19866666667,716.170666666667,3,1299.66666666667,3
mapk10,1474.95233333333,718.948333333333,3.66666666666667,1488,3
mapt,1461.02966666667,741.248333333333,4.66666666666667,1155.33333333333,3
pak1,1439.86525,752.8925,2.75,832,4
pak1,1449.08966666667,744.84,0,878.333333333333,3
pak4,1445.384,754.477666666667,0.666666666666667,890,3
pikfyve,1451.28866666667,745.703333333333,4,794.666666666667,3
pip4p1,1478.881,732.246,0,898,3
plcg1,1432.2795,741.52525,6,1019.25,4
prkci,1464.497,715.29575,0,957,4
rab2a,1471.69775,721.23925,4,1141.25,4
rab2a,1451.12233333333,744.271666666667,4,1197.66666666667,3
rab2a,1482.19775,715.48925,0,1322.75,4
rac1,1482.183,715.32425,0,1356.25,4
rac1,1452.183,733.57425,0,1142,4
rps6kb1,1440.975,750.118,0.25,916.75,4
socs5,1489.65833333333,717.850333333333,2.33333333333333,838.666666666667,3
spop,1445.9205,730.46475,0.25,844.25,4
spred2,1443.488,728.3155,2,839.5,4
tgfb2,1491.77475,729.511,4.5,822,4
ticam2,1462.96733333333,738.669666666667,6,820.666666666667,3
ticam2,1482.42633333333,722.670666666667,5.66666666666667,612.333333333333,3
tln2,1451.55725,724.676,5,942.25,4
traf3,1442.32566666667,746.882333333333,0,729,3
tsc1,1455.702,743.272,3.66666666666667,971.666666666667,3
tyk2,1467.98333333333,741.528333333333,3,1735,3
wnt8b,1441.15333333333,748.294333333333,3.33333333333333,776.666666666667,3
ywhab,1459.988,714.316666666667,0,1152.33333333333,3
ywhag,1454.4985,729.11975,4.5,884.5,4
ywhag,1487.48933333333,714.271666666667,0,1343.66666666667,3
ywhag,1461.156,745.271666666667,0,1240.66666666667,3
ywhag,1475.40833333333,721.451,5.66666666666667,826.333333333333,3
ywhag,1487.2485,724.86975,4.5,1030,4
ywhag,1468.4985,718.36975,1,1386.25,4
ywhag,1454.7485,722.36975,0.5,1541.25,4
ywhag,1488.48933333333,733.271666666667,5,895.666666666667,3
zap70,1438.25266666667,720.553333333333,4.33333333333333,880.666666666667,3
fake5,1471.523,719.20075,4.75,942.25,4
fake42,1442.02433333333,737.154333333333,3.33333333333333,808,3
fake57,1429.64933333333,729.303666666667,0,761.666666666667,3
