geneID,x,y,z,intensity,seeds
1300017j02rik,1098.17866666667,885.083333333333,2,936,3
acvr1,1088.424,893.142,4,1070,1
acvr2b,1054.742,856.118,0,1266,1
adam17,1054.8685,904.0055,4,904.5,2
adcy3,1078.292,886.3155,0,1063,4
adcy3,1067.58133333333,861.373333333333,5.66666666666667,779.666666666667,3
adcy3,1058.542,903.3155,3.5,823.25,4
adcy9,1060.52133333333,904.541,0,835,3
adipor2,1038.7385,900.57125,0,1387.5,4
adora2a,1069.2575,903.208,3,768.5,2
adora2a,1049.8845,900.063,0,1330,2
adra2a,1057.571,903.36,1.33333333333333,748,3
arf2,1051.0615,870.999,0,924,4
arf2,1079.112,896.329,6,621,1
arrb1,1055.23,889.854,6,828,1
atp2b1,1053.21466666667,915.159333333333,0,1254,3
atp2b1,1083.80433333333,884.201333333333,6,859,3
atp2b1,1053.80433333333,872.868,1.33333333333333,1039.66666666667,3
atp2b1,1080.32033333333,892.058666666667,4,726,3
atp2b1,1030.471,903.201333333333,4,967,3
atp2b1,1050.35325,878.151,0.75,1260.25,4
atp2b1,1042.10325,876.151,0,1625.25,4
atp2b1,1058.10325,889.151,6,1244.25,4
atp2b1,1034.85325,888.401,0,1728.5,4
atp2b1,1071.471,887.201333333333,0,1034.66666666667,3
atp2b4,1055.04533333333,899.533333333333,1,1120,3
axin1,1047.59725,906.257,4,812.5,4
bcar1,1040.73933333333,916.813,0,1125.33333333333,3
bdnf,1040.095,888.37475,4.25,1062.25,4
bdnf,1052.8405,886.905,5.5,752,2
birc3,1055.84766666667,890.272,6,743.666666666667,3
bmpr2,1056.87133333333,878.402666666667,5.66666666666667,993,3
bmpr2,1036.879,910.8095,0,1199.5,4
brca1,1060.32766666667,904.329666666667,6,822.666666666667,3
btrc,1053.769,861.126,6,831,1
cacna1a,1074.65875,867.5715,2,852.75,4
cacna1a,1046.13566666667,917.373,6,748.333333333333,3
cacna1a,1057.40875,900.5715,4,1080.5,4
cacna2d3,1075.56733333333,860.557666666667,6,691.666666666667,3
cacna2d4,1074.22333333333,859.167333333333,6,743,3
cacng3,1084.20633333333,866.878666666667,0,1016.66666666667,3
camk2a,1056.38866666667,870.346333333333,0,1026,3
camk2a,1039.38866666667,910.346333333333,0.666666666666667,994,3
camk2a,1067.39033333333,903.222666666667,4,1361.66666666667,3
camk2a,1098.057,876.222666666667,4,974.333333333333,3
camk2a,1049.948,906.431,0,1716,1
camk2a,1056.742,909.118,0,2138,1
camk2a,1064.66175,896.7895,0,1215,4
camk2a,1055.39033333333,901.556,4,942.666666666667,3
camk2a,1057.30166666667,908.346666666667,1,1219.33333333333,3
camk2a,1063.845,910.7745,1.5,1757.5,2
camk2a,1055.96833333333,861.346666666667,6,977.666666666667,3
camk2a,1048.66175,900.5395,0.25,1557.25,4
camk2a,1097.742,885.118,3,1055,1
camk2a,1069.722,904.013,0,1143.33333333333,3
camk2a,1055.948,916.431,1,684,1
camkk1,1066.35466666667,865.068666666667,2.33333333333333,957.666666666667,3
camkk1,1064.194,852.903,6,685,1
cd40,1057.488,916.313,0,1715,1
cdipt,1048.153,885.709,3,723.666666666667,3
cdipt,1057.969,918.558,0,1751,1
cdipt,1053.00833333333,880.311,6,835.333333333333,3
cds2,1038.6825,881.541,0,656.5,2
cds2,1054.46375,856.91275,0,1391.75,4
cngb3,1056.966,880.472,0,648,1
csnk1e,1088.32933333333,875.299666666666,0,1039,3
ctbp1,1047.465,902.049666666667,0,1060.66666666667,3
ctnna2,1060.269,866.603333333333,4,747,3
dgkb,1058.02675,852.4305,0.75,896.75,4
dgkb,1052.27675,861.4305,5.75,993.25,4
dlg3,1033.54333333333,912.215666666667,0,1077.33333333333,3
dlg3,1090.593,889.94125,3,1820.25,4
dlg3,1053.343,861.19125,3,1138.5,4
dtx3l,1040.2955,909.33,0,757,2
dusp5,1059.88,903.793,6,928,1
dusp8,1080.471,895.477333333333,0,959,3
ednrb,1068.47033333333,902.473333333333,3,1378.33333333333,3
egf,1060,921,1,629,1
egln2,1064.939,876.911666666667,1.33333333333333,1027,3
egln3,1063.2285,852.773,5.75,790.5,4
egr1,1048.88,894.793,3,1015,1
eif4e,1068.94266666667,853.386666666667,6,972,3
eif4e2,1062.81225,860.40175,3.25,1036,4
eno2,1047.5785,893.63025,1,1069.5,4
eno2,1050.526,909.664,2,618,1
eno4,1057.314,918.332333333333,0.666666666666667,687.666666666667,3
epor,1058.382,921.99,1,1166,1
erbb4,1077.9,896.927,2,893,1
erc1,1061.86433333333,902.580666666667,0,1216.66666666667,3
fbxw11,1044.815,881.165,5,896,3
fgf23,1069.0585,904.2195,0,876,2
fgf23,1064.237,876.646,0,673,1
fyn,1072.34825,854.977,6,970.5,4
gnai1,1054.702,908.10175,6,1050.5,4
gnai3,1035.258,908.426,0.25,894.5,4
gnaq,1055.8345,857.0265,0,1836,2
gnaq,1048.04025,897.04725,3.25,874.25,4
gnaq,1055.9,892.927,5,919,1
gng2,1059.9245,849.6985,5.25,929.25,4
gng2,1032.261,898.521,1,1256,1
gng2,1058.479,896.757666666667,1,978,3
grb2,1034.29066666667,907.105,2.66666666666667,938,3
gria2,1058.33266666667,880.465,0,866.333333333333,3
gria2,1097.33266666667,880.465,4.66666666666667,840.333333333333,3
gria2,1049.0815,901.7755,0.5,1198,2
gria2,1054.789,877.443,4,873,1
grin2b,1042.412,906.44,6,679,1
grin2c,1058.69866666667,875.198666666667,1,878.666666666667,3
grk3,1082.2575,895.208,6,680.5,2
grk3,1040.6495,881.13225,0,1222,4
grm3,1055.452,860.428,0,707,1
gsk3b,1077.9715,902.3045,0,973,4
hk3,1041.99266666667,906.692666666667,6,819.333333333333,3
hk3,1055.801,877.017,6,628,1
hrh1,1072.32266666667,861.846,4,692.666666666667,3
hspa1a,1051.71266666667,886.762333333333,6,716.333333333333,3
htr4,1064.73933333333,853.331,0,857.333333333333,3
il12b,1053.048,877.922,3,747,3
il1b,1059.287,874.249,1,719,1
il22ra2,1065.444,854.465,5.5,970.5,2
il7r,1060.195,865.824,4,795,1
impad1,1058.853,913.339333333333,0,902.666666666667,3
impad1,1062.879,852.0005,6,742.5,2
impad1,1034.04666666667,907.997,0,1021,3
impad1,1057.98525,899.002,4,1582.25,4
impad1,1044.04666666667,890.997,4,1026.33333333333,3
inhbb,1052.08566666667,911.787333333333,0.333333333333333,1381,3
inpp5f,1079.8415,895.5685,2.5,678,2
itgav,1044.72233333333,894.756666666667,4.33333333333333,758.666666666667,3
itgb6,1078.789,896.443,5,973,1
itpk1,1059.17566666667,904.568,6,823.333333333333,3
itpk1,1051.84233333333,879.901333333333,3,839.666666666667,3
itpr1,1054.485,861.084666666667,0,1003,3
itpr1,1062.742,861.118,4,1245,1
jak1,1052.20325,918.5685,2.75,851,4
lama4,1063.6315,911.34225,0.75,1143.25,4
lamb1,1046.88,908.793,1,1011,1
magi1,1043.29525,904.77025,5,1343.75,4
maml1,1083.03566666667,894.595333333333,6,739.333333333333,3
map2k1,1087.532,894.504,2,945.333333333333,3
mtmr1,1066.801,915.017,6,661,1
mtmr1,1049.12975,913.10225,6,761.25,4
mtmr1,1057.12975,924.35225,2.75,877.25,4
ngfr,1052.677,909.266,3,735,1
nlk,1063.11733333333,900.808333333333,0,888.666666666667,3
nodal,1058.8945,902.7975,0,1097,2
notch3,1078.71333333333,884.087333333333,1,796,3
npy1r,1035.14866666667,895.258333333333,1.66666666666667,1367,3
ntrk2,1048.5285,918.05725,0,1082,4
ntrk2,1066.10433333333,877.404,0,819.333333333333,3
p2rx3,1040.9,906.927,6,976,1
pak1,1054.36525,918.1425,0.25,1309.25,4
pak1,1054.08966666667,909.173333333333,3.33333333333333,1206.66666666667,3
pak3,1068.616,908.354333333333,0,1210,3
pak3,1096.9,877.927,4,848,1
pck2,1071.454,889.622,3,729,3
pde4d,1074.935,898.12,3.66666666666667,934.666666666667,3
phlpp2,1039.37333333333,917.224666666667,0.333333333333333,1121.66666666667,3
phlpp2,1072.04,902.891333333333,4,1487.33333333333,3
pi4k2a,1071.023,906.573,0,912.333333333333,3
pik3cd,1052.864,875.526333333333,1.66666666666667,970.666666666667,3
pik3r2,1064.9355,911.0845,0,1554,2
pik3r4,1061.065,906.0985,0,586,2
pla2g10,1063.305,902.5785,0,869,2
pla2g10,1056.9355,915.0845,0.5,771,2
pla2g5,1038.47533333333,893.975,6,687,3
porcn,1072.382,854.99,6,1005,1
ppp1cb,1053.30333333333,897.127666666667,1.33333333333333,919.666666666667,3
ppp1cb,1053.5055,903.428,2.25,1185.75,4
ppp1cb,1049.0055,893.178,4.25,1242.75,4
prickle1,1054.84866666667,909.169333333333,5.33333333333333,1308,3
prkaca,1047.034,911.981333333333,0.333333333333333,1106.66666666667,3
prkci,1056.06233333333,856.388666666667,5,998,3
prkcz,1084.70025,873.67425,0,667.75,4
prkcz,1087.013,886.867666666667,4,917.666666666667,3
prkx,1050.21166666667,868.145,6,879.333333333333,3
prkx,1051.452,917.428,4,835,1
ptprr,1051.966,918.472,3,2313,1
rab2a,1065.677,896.266,0,791,1
rab2a,1059.683,892.946333333333,6,703.333333333333,3
rasal2,1052.04833333333,899.433333333333,0,1336.33333333333,3
