geneID,x,y,z,intensity,seeds
cacnb3,774.097333333333,1929.82266666667,0,696,3
cnr1,807.446,1902.13,3,512,1
ctnnb1,809.6155,1903.2665,4,634,2
gucy1a2,819.508,1924.071,4.5,689.5,2
gucy1a2,819.508,1924.071,0,664,2
hmgcr,809.241333333333,1903.28266666667,0,605.333333333333,3
krit1,808.734666666667,1903.431,6,600.666666666667,3
krit1,821.459,1924.431,6,629,1
map3k2,819.746,1924.106,0,666,1
nrg3,820.712,1924.684,0.5,750.5,2
nrg3,820.793,1924.456,5,659,1
ocrl,839.361,1924.30033333333,0,521.666666666667,3
p2rx6,820.956,1924.479,4,650,1
pla1a,819.6795,1923.461,5.5,653,2
ppp2r2d,819.769,1924.131,0,679,1
s1pr2,808.793,1903.456,1,542,1
sox9,807.9605,1903.1395,0,576.5,2
tbk1,820.776,1924.7245,6,684.5,2
tnfsf14,819.666,1924.273,0,681,1
trp53,807.596,1902.618,6,535,2
fake50,822.555,1924.435,0,673.5,2
fake66,819.876,1923.805,0,681,1
