hyb,ch,x,y,z,int
0,1,1218.260154552149,2041.710786290009,0.9304660190963954,1588.722465236025
1,1,8107.412048994656,925.9069938806749,2296.364372339153,0.07718836998667288
1,1,734.8715020311238,1898.7070499618203,9805.662709111622,0.07636939310259942
2,1,7309.3638414271845,10773.604351736927,9164.18816209077,0.03136185437034811
2,1,4001.5367989802476,3132.1975614795274,4798.906041987583,0.001617588544631854
3,1,6598.264380877468,1811.708350563743,3036.9924063677445,0.07827553613946413
3,1,11359.452103797828,5580.454510746843,11833.376831388026,0.05970023356683704
4,1,5180.14931412794,3648.6653964926986,11705.794356502554,0.096155981075783
4,1,5416.34051393147,4226.280454492788,8517.746562126136,0.020426485263880426
5,1,10090.381361078795,11413.059883810256,3520.726379012349,0.09733293814417618
5,1,7473.05730066794,11177.170732228902,328.89753874603167,0.02279726023098986
6,1,7676.011888005267,6858.4180736882,9142.845525098885,0.03990325272515769
6,1,9793.933562947366,10774.27832119515,1375.5272721356575,0.06861538556426298
7,1,3667.651804312857,7503.2320367727025,4001.420331995541,0.055223560641531666
7,1,11440.334267190745,3139.7863260412482,7865.282868008141,0.08232510799727998
8,1,2693.6873982234415,6371.507082556847,854.2101065460682,0.06657622050430058
8,1,305.3252428430844,2739.8649007342055,3079.7357946488455,0.0688109466149293
9,1,6872.775079593667,11497.562092850947,6489.741194347985,0.07145107606674442
9,1,4669.98314033584,4254.068935164485,8880.603681997216,0.04264817516961218
10,1,9128.775257164694,5843.255379542489,6398.241232530014,0.08417083134005306
10,1,719.1443897500992,2507.02025945325,8913.874280463508,0.05282666812895906
11,1,8000.026061238532,3136.4889022279617,10495.98281585871,0.010754436084718611
11,1,8285.58196973184,5391.304982458301,4380.37199434749,0.0021166901863875934
12,1,11388.372245466213,934.5031343173822,1487.190128623463,0.0919040601463818
12,1,9903.930891324273,10824.975177340482,7908.990073537978,0.0626425339757708
13,1,341.5828554670908,983.1614653402202,4214.914039129458,0.09880862535728853
13,1,5489.116180447653,675.9425647266268,4114.367583435516,0.07631433838420217
14,1,464.40996996062887,9763.956095604106,5705.002191155674,0.08962626974676835
14,1,9298.407994538522,11210.802736174848,8276.252495302411,0.0965631845417987
15,1,3515.5107411618496,11221.224224656828,9982.229598958937,0.04680725155104151
15,1,11820.525682357822,9764.715940716605,7272.339660926509,0.05158712606037095
16,1,8052.9237634805295,6330.8118083971185,8939.689847105346,0.04553565423376202
16,1,7701.102976928976,6859.1209000565495,11728.68487683413,0.08328763887721624
17,1,5885.455758836117,9588.79858752193,3060.0509472459175,0.015199314648828855
17,1,4735.999349477147,2490.7584381096317,9867.1480216104,0.0649040620409662
18,1,6480.67247915247,1892.6708802463438,480.90167431891956,0.06831187586364643
18,1,4162.102716206535,1895.788647089437,11817.65952499581,0.008807970240863673
19,1,1199.199373029617,1993.060196260581,1.0979137380602382,2584.440693141072
20,1,9009.335812580168,11857.604377915146,2055.4997103532537,0.08116388827431413
20,1,4686.850273982354,4056.6944302075203,8267.59740074745,0.04883191215235663
