geneID,x,y,z,intensity,seeds
1300017j02rik,642.112,526.329,4,691,1
acaca,673.199333333333,534.519333333333,0,810.666666666667,3
acaca,615.481,528.119,0,1786,1
acvr1c,698.722,514.366333333333,3,1008.66666666667,3
acvr1c,662.959666666667,532.272666666667,1,833.666666666667,3
acvr1c,680.492333333333,502.470333333333,2,815.666666666667,3
acvr1c,674.159,559.470333333333,6,811.333333333333,3
adcy3,623.581333333333,513.706666666667,0,1246.66666666667,3
adcy3,659.969,556.558,2,633,1
adcy3,671.424,549.142,1,597,1
adcy8,682.789,503.443,3,602,1
adipor2,697.851666666667,517.225,3,926,3
adra2a,700.5,551.33225,0,827.5,4
agap2,688.185333333333,535.174666666667,3.66666666666667,1084.66666666667,3
agap2,656.692,512.188,0.333333333333333,612.333333333333,3
agap2,704.692,548.854666666667,2.66666666666667,601.333333333333,3
agap2,695.6145,547.1385,3.75,1234.25,4
arf2,681.3115,561.999,5.75,1086.75,4
atp2b1,637.546571428571,502.029714285714,1.85714285714286,1179.57142857143,7
atp2b1,643.85325,554.901,0,1780,4
atp2b1,681.987,517.058666666667,5.33333333333333,961,3
atp2b1,654.85325,556.401,0,1668.5,4
atp2b1,690.881333333333,551.159333333333,0,1238.66666666667,3
atp2b1,666.85325,497.901,2,1149.5,4
atp2b1,636.653666666667,543.058666666667,4,935,3
atp2b1,697,508,5,615,1
atp2b1,640.320333333333,495.058666666667,4,968.333333333333,3
atp2b1,635.452,543.428,3,817,1
atp2b1,704.192,531.05,1,932,1
axin2,633.88,501.793,3,764,1
bad,682.288,548.9465,3.5,1564,2
bad,666.302333333333,531.346333333333,0,681.666666666667,3
bad,644.698333333333,531.708666666667,0,911.333333333333,3
bad,640.82225,524.25725,0.25,877.5,4
bcar1,663.261,515.521,0,906,1
bcl2,677.112,558.329,0,970,1
bdnf,637.697666666667,498.083333333333,2.33333333333333,694.333333333333,3
bdnf,624.412,504.44,2,1112,1
bmpr1a,651.03775,556.061,0,1002.25,4
bmpr1a,692.45,512.409,3.66666666666667,900.666666666667,3
bmpr2,687.379,554.8095,0,1444.5,4
btk,637.228,539.167,6,642,1
btrc,680.481,565.119,1,2312,1
cab39,683.339333333333,555.525333333333,2,1055,3
cab39l,693.452,504.428,6,768,1
cacna1a,701.40875,507.5715,0.25,1570.25,4
cacna2d1,677.18175,556.64775,4,787,4
cacna2d3,642.769,539.126,2,1776,1
camk2a,624.41175,518.0395,6,1247.75,4
camk2a,642.66175,548.2895,3.75,1008.5,4
camk2a,694.968333333333,506.346666666667,0,873.666666666667,3
camk2a,674.476,567.49,5,1042,1
camk2a,693.66175,542.5395,5.75,1420.25,4
camk2a,691.16175,556.7895,2.25,1643.25,4
camk2a,665.66175,499.2895,0,1071,4
camk2a,628.4785,532.8045,4,1267.5,2
camk2a,652.16175,558.0395,3,1712.25,4
camk2a,664.055333333333,557.346333333333,5,1020,3
camk2a,670.742,556.118,1,972,1
camk2a,682.41175,548.2895,4.25,1212.5,4
camk2a,639.722,513.346333333333,4,864,3
camk2a,642.66175,526.7895,3.5,1436.75,4
camk2a,662.16175,544.0395,3.75,890.25,4
camk2a,703.566333333334,531.242333333333,0,2345.33333333333,3
camk2a,678.723666666667,573.556,0,2304.33333333333,3
camk2a,627.055333333333,528.013,0.666666666666667,1498.66666666667,3
camk2a,623.722,538.679666666667,3.66666666666667,1141,3
camk2a,635.66175,543.0395,2.75,1221.5,4
camk2a,626.41175,514.7895,2.75,1303.25,4
camk2a,662.41175,501.5395,0,1117.25,4
camk2a,632.390333333333,539.889333333333,2,1800.33333333333,3
camk2a,672.476,557.49,4,1068,1
camk2a,640.233,554.242333333333,2.66666666666667,1109.66666666667,3
camk2a,656.301666666667,553.346666666667,6,777.666666666667,3
camk2a,686.566333333334,560.242333333333,3,1122.33333333333,3
camk2a,694.233,546.242333333333,5,1151,3
camk2a,674.723666666667,567.222666666667,6,1004.33333333333,3
camk2a,620.66175,520.2895,4,1512.25,4
camk2a,660.948,505.431,2,948,1
camk2a,628.345,532.2745,5,1935.5,2
camk2a,628.968333333333,513.346666666667,6,876,3
camk2a,672.723666666667,558.222666666667,3.66666666666667,1017.66666666667,3
camkk1,670.379,518.6585,5,1077,4
camkk1,653.629,562.4085,1.5,906.5,4
camkk1,658.440666666667,497.243666666667,3,1717.33333333333,3
camkk2,700.721,539.800333333333,5,1042.33333333333,3
casp3,628.112,534.329,2,986,1
ccnb1,643,549,3,1102,1
ccne1,657.927666666667,555.214333333333,0,746.666666666667,3
ccne2,623.943,537.860333333333,0.333333333333333,1575.33333333333,3
cd40,660.483666666667,506.134666666667,2.66666666666667,815,3
cd40,679.817,569.468,3.33333333333333,1015.33333333333,3
cd40lg,616.0875,528.5395,0,1265.5,4
cdc25b,659.025,513.385,0,782,4
cdk4,630.88,545.793,2,1043,1
cdk4,704.192,533.05,0,876,1
cds1,705.448333333333,536.991666666667,0,1046.33333333333,3
